Min_Energy_Thresh_F,Max_Energy_Thresh_F,Min_Energy_Thresh_M,Max_Energy_Thresh_M,Foraging_Condition_Mean,Foraging_Condition_SD,Foraging_Condition_Kick,Egg_Neglect_Max,Success,Fail_Dead_Parent,Fail_Egg_Neglect_Max,Fail_Egg_Neglect_Cumulative
400,700,400,700,130,47,0,1,0,0.071,0.929,0
400,700,400,700,130,47,0,2,0,0.081,0.919,0
400,700,400,700,130,47,0,3,0,0.092,0.908,0
400,700,400,700,130,47,0,4,0.001,0.095,0.904,0
400,700,400,700,130,47,0,5,0,0.09,0.91,0
400,700,400,700,130,47,0,6,0,0.082,0.917,0.001
400,700,400,700,130,47,0,7,0,0.078,0.922,0
400,700,400,700,140,47,0,1,0.001,0.002,0.997,0
400,700,400,700,140,47,0,2,0.007,0.004,0.989,0
400,700,400,700,140,47,0,3,0.014,0.004,0.982,0
400,700,400,700,140,47,0,4,0.015,0.003,0.982,0
400,700,400,700,140,47,0,5,0.033,0.006,0.96,0.001
400,700,400,700,140,47,0,6,0.045,0.004,0.943,0.008
400,700,400,700,140,47,0,7,0.064,0.004,0.907,0.025
400,700,400,700,150,47,0,1,0.068,0,0.932,0
400,700,400,700,150,47,0,2,0.112,0,0.888,0
400,700,400,700,150,47,0,3,0.149,0,0.851,0
400,700,400,700,150,47,0,4,0.222,0,0.778,0
400,700,400,700,150,47,0,5,0.327,0,0.673,0
400,700,400,700,150,47,0,6,0.412,0,0.577,0.011
400,700,400,700,150,47,0,7,0.495,0,0.48,0.025
400,700,400,700,160,47,0,1,0.39,0,0.61,0
400,700,400,700,160,47,0,2,0.505,0,0.495,0
400,700,400,700,160,47,0,3,0.599,0,0.401,0
400,700,400,700,160,47,0,4,0.677,0,0.323,0
400,700,400,700,160,47,0,5,0.784,0,0.216,0
400,700,400,700,160,47,0,6,0.852,0,0.148,0
400,700,400,700,160,47,0,7,0.91,0,0.088,0.002
400,700,400,700,170,47,0,1,0.809,0,0.191,0
400,700,400,700,170,47,0,2,0.877,0,0.123,0
400,700,400,700,170,47,0,3,0.934,0,0.066,0
400,700,400,700,170,47,0,4,0.964,0,0.036,0
400,700,400,700,170,47,0,5,0.979,0,0.021,0
400,700,400,700,170,47,0,6,0.991,0,0.009,0
400,700,400,700,170,47,0,7,0.994,0,0.006,0
400,700,400,800,130,47,0,1,0,0.066,0.934,0
400,700,400,800,130,47,0,2,0,0.083,0.917,0
400,700,400,800,130,47,0,3,0,0.077,0.923,0
400,700,400,800,130,47,0,4,0,0.089,0.911,0
400,700,400,800,130,47,0,5,0,0.079,0.921,0
400,700,400,800,130,47,0,6,0.002,0.07,0.928,0
400,700,400,800,130,47,0,7,0,0.08,0.918,0.002
400,700,400,800,140,47,0,1,0.002,0.004,0.994,0
400,700,400,800,140,47,0,2,0.002,0.002,0.996,0
400,700,400,800,140,47,0,3,0.005,0.006,0.989,0
400,700,400,800,140,47,0,4,0.011,0.004,0.985,0
400,700,400,800,140,47,0,5,0.02,0.003,0.977,0
400,700,400,800,140,47,0,6,0.021,0.01,0.965,0.004
400,700,400,800,140,47,0,7,0.037,0.003,0.944,0.016
400,700,400,800,150,47,0,1,0.048,0,0.952,0
400,700,400,800,150,47,0,2,0.065,0,0.935,0
400,700,400,800,150,47,0,3,0.106,0,0.894,0
400,700,400,800,150,47,0,4,0.185,0,0.815,0
400,700,400,800,150,47,0,5,0.263,0,0.735,0.002
400,700,400,800,150,47,0,6,0.323,0,0.67,0.007
400,700,400,800,150,47,0,7,0.419,0,0.555,0.026
400,700,400,800,160,47,0,1,0.276,0,0.724,0
400,700,400,800,160,47,0,2,0.398,0,0.602,0
400,700,400,800,160,47,0,3,0.505,0,0.495,0
400,700,400,800,160,47,0,4,0.594,0,0.406,0
400,700,400,800,160,47,0,5,0.707,0,0.293,0
400,700,400,800,160,47,0,6,0.762,0,0.238,0
400,700,400,800,160,47,0,7,0.857,0,0.143,0
400,700,400,800,170,47,0,1,0.761,0,0.239,0
400,700,400,800,170,47,0,2,0.834,0,0.166,0
400,700,400,800,170,47,0,3,0.894,0,0.106,0
400,700,400,800,170,47,0,4,0.936,0,0.064,0
400,700,400,800,170,47,0,5,0.953,0,0.047,0
400,700,400,800,170,47,0,6,0.973,0,0.027,0
400,700,400,800,170,47,0,7,0.991,0,0.009,0
400,700,400,900,130,47,0,1,0,0.062,0.938,0
400,700,400,900,130,47,0,2,0,0.074,0.926,0
400,700,400,900,130,47,0,3,0,0.1,0.9,0
400,700,400,900,130,47,0,4,0,0.07,0.93,0
400,700,400,900,130,47,0,5,0,0.071,0.929,0
400,700,400,900,130,47,0,6,0.001,0.078,0.921,0
400,700,400,900,130,47,0,7,0.001,0.064,0.935,0
400,700,400,900,140,47,0,1,0.001,0.003,0.996,0
400,700,400,900,140,47,0,2,0.002,0.003,0.995,0
400,700,400,900,140,47,0,3,0.004,0.005,0.991,0
400,700,400,900,140,47,0,4,0.006,0.001,0.993,0
400,700,400,900,140,47,0,5,0.013,0.002,0.985,0
400,700,400,900,140,47,0,6,0.018,0.004,0.978,0
400,700,400,900,140,47,0,7,0.028,0.004,0.958,0.01
400,700,400,900,150,47,0,1,0.03,0.001,0.969,0
400,700,400,900,150,47,0,2,0.043,0,0.957,0
400,700,400,900,150,47,0,3,0.08,0.001,0.919,0
400,700,400,900,150,47,0,4,0.111,0,0.889,0
400,700,400,900,150,47,0,5,0.191,0,0.809,0
400,700,400,900,150,47,0,6,0.248,0.001,0.747,0.004
400,700,400,900,150,47,0,7,0.342,0,0.635,0.023
400,700,400,900,160,47,0,1,0.206,0,0.794,0
400,700,400,900,160,47,0,2,0.323,0,0.677,0
400,700,400,900,160,47,0,3,0.417,0,0.583,0
400,700,400,900,160,47,0,4,0.512,0,0.488,0
400,700,400,900,160,47,0,5,0.63,0,0.37,0
400,700,400,900,160,47,0,6,0.73,0,0.27,0
400,700,400,900,160,47,0,7,0.822,0,0.174,0.004
400,700,400,900,170,47,0,1,0.627,0,0.373,0
400,700,400,900,170,47,0,2,0.735,0,0.265,0
400,700,400,900,170,47,0,3,0.814,0,0.186,0
400,700,400,900,170,47,0,4,0.9,0,0.1,0
400,700,400,900,170,47,0,5,0.937,0,0.063,0
400,700,400,900,170,47,0,6,0.964,0,0.036,0
400,700,400,900,170,47,0,7,0.977,0,0.023,0
400,700,500,700,130,47,0,1,0,0.054,0.946,0
400,700,500,700,130,47,0,2,0,0.054,0.946,0
400,700,500,700,130,47,0,3,0.001,0.064,0.935,0
400,700,500,700,130,47,0,4,0,0.073,0.927,0
400,700,500,700,130,47,0,5,0.001,0.06,0.939,0
400,700,500,700,130,47,0,6,0,0.073,0.926,0.001
400,700,500,700,130,47,0,7,0.002,0.049,0.947,0.002
400,700,500,700,140,47,0,1,0.002,0.005,0.993,0
400,700,500,700,140,47,0,2,0.004,0.001,0.995,0
400,700,500,700,140,47,0,3,0.005,0.002,0.993,0
400,700,500,700,140,47,0,4,0.01,0.001,0.989,0
400,700,500,700,140,47,0,5,0.032,0.005,0.959,0.004
400,700,500,700,140,47,0,6,0.04,0.004,0.938,0.018
400,700,500,700,140,47,0,7,0.052,0.003,0.872,0.073
400,700,500,700,150,47,0,1,0.035,0,0.965,0
400,700,500,700,150,47,0,2,0.06,0,0.94,0
400,700,500,700,150,47,0,3,0.13,0,0.87,0
400,700,500,700,150,47,0,4,0.214,0,0.786,0
400,700,500,700,150,47,0,5,0.296,0,0.693,0.011
400,700,500,700,150,47,0,6,0.413,0,0.561,0.026
400,700,500,700,150,47,0,7,0.493,0,0.43,0.077
400,700,500,700,160,47,0,1,0.299,0,0.701,0
400,700,500,700,160,47,0,2,0.413,0,0.587,0
400,700,500,700,160,47,0,3,0.528,0,0.472,0
400,700,500,700,160,47,0,4,0.693,0,0.307,0
400,700,500,700,160,47,0,5,0.794,0,0.205,0.001
400,700,500,700,160,47,0,6,0.862,0,0.134,0.004
400,700,500,700,160,47,0,7,0.923,0,0.074,0.003
400,700,500,700,170,47,0,1,0.739,0,0.261,0
400,700,500,700,170,47,0,2,0.842,0,0.158,0
400,700,500,700,170,47,0,3,0.891,0,0.109,0
400,700,500,700,170,47,0,4,0.941,0,0.059,0
400,700,500,700,170,47,0,5,0.976,0,0.024,0
400,700,500,700,170,47,0,6,0.989,0,0.011,0
400,700,500,700,170,47,0,7,0.996,0,0.004,0
400,700,500,800,130,47,0,1,0,0.071,0.929,0
400,700,500,800,130,47,0,2,0,0.065,0.935,0
400,700,500,800,130,47,0,3,0,0.066,0.934,0
400,700,500,800,130,47,0,4,0,0.063,0.937,0
400,700,500,800,130,47,0,5,0.001,0.078,0.921,0
400,700,500,800,130,47,0,6,0.001,0.061,0.938,0
400,700,500,800,130,47,0,7,0,0.06,0.94,0
400,700,500,800,140,47,0,1,0,0.001,0.999,0
400,700,500,800,140,47,0,2,0.001,0.004,0.995,0
400,700,500,800,140,47,0,3,0.008,0.005,0.987,0
400,700,500,800,140,47,0,4,0.008,0.003,0.989,0
400,700,500,800,140,47,0,5,0.014,0,0.985,0.001
400,700,500,800,140,47,0,6,0.029,0.004,0.961,0.006
400,700,500,800,140,47,0,7,0.032,0.001,0.933,0.034
400,700,500,800,150,47,0,1,0.019,0.002,0.979,0
400,700,500,800,150,47,0,2,0.065,0,0.935,0
400,700,500,800,150,47,0,3,0.104,0,0.896,0
400,700,500,800,150,47,0,4,0.15,0,0.85,0
400,700,500,800,150,47,0,5,0.232,0,0.767,0.001
400,700,500,800,150,47,0,6,0.326,0,0.65,0.024
400,700,500,800,150,47,0,7,0.407,0,0.54,0.053
400,700,500,800,160,47,0,1,0.261,0,0.739,0
400,700,500,800,160,47,0,2,0.366,0,0.634,0
400,700,500,800,160,47,0,3,0.492,0,0.508,0
400,700,500,800,160,47,0,4,0.619,0,0.381,0
400,700,500,800,160,47,0,5,0.732,0,0.266,0.002
400,700,500,800,160,47,0,6,0.813,0,0.186,0.001
400,700,500,800,160,47,0,7,0.864,0,0.132,0.004
400,700,500,800,170,47,0,1,0.71,0,0.29,0
400,700,500,800,170,47,0,2,0.813,0,0.187,0
400,700,500,800,170,47,0,3,0.874,0,0.126,0
400,700,500,800,170,47,0,4,0.917,0,0.083,0
400,700,500,800,170,47,0,5,0.968,0,0.032,0
400,700,500,800,170,47,0,6,0.981,0,0.019,0
400,700,500,800,170,47,0,7,0.988,0,0.012,0
400,700,500,900,130,47,0,1,0,0.05,0.95,0
400,700,500,900,130,47,0,2,0,0.064,0.936,0
400,700,500,900,130,47,0,3,0,0.055,0.945,0
400,700,500,900,130,47,0,4,0,0.076,0.924,0
400,700,500,900,130,47,0,5,0,0.058,0.942,0
400,700,500,900,130,47,0,6,0,0.05,0.95,0
400,700,500,900,130,47,0,7,0.001,0.064,0.931,0.004
400,700,500,900,140,47,0,1,0.001,0.003,0.996,0
400,700,500,900,140,47,0,2,0,0.005,0.995,0
400,700,500,900,140,47,0,3,0.006,0.004,0.99,0
400,700,500,900,140,47,0,4,0.009,0.002,0.989,0
400,700,500,900,140,47,0,5,0.011,0.002,0.984,0.003
400,700,500,900,140,47,0,6,0.013,0.002,0.982,0.003
400,700,500,900,140,47,0,7,0.025,0.003,0.955,0.017
400,700,500,900,150,47,0,1,0.02,0,0.98,0
400,700,500,900,150,47,0,2,0.041,0,0.959,0
400,700,500,900,150,47,0,3,0.074,0,0.926,0
400,700,500,900,150,47,0,4,0.105,0,0.895,0
400,700,500,900,150,47,0,5,0.173,0,0.825,0.002
400,700,500,900,150,47,0,6,0.221,0,0.773,0.006
400,700,500,900,150,47,0,7,0.341,0,0.632,0.027
400,700,500,900,160,47,0,1,0.191,0,0.809,0
400,700,500,900,160,47,0,2,0.282,0,0.718,0
400,700,500,900,160,47,0,3,0.398,0,0.602,0
400,700,500,900,160,47,0,4,0.536,0,0.464,0
400,700,500,900,160,47,0,5,0.634,0,0.365,0.001
400,700,500,900,160,47,0,6,0.729,0,0.27,0.001
400,700,500,900,160,47,0,7,0.821,0,0.178,0.001
400,700,500,900,170,47,0,1,0.578,0,0.422,0
400,700,500,900,170,47,0,2,0.71,0,0.29,0
400,700,500,900,170,47,0,3,0.8,0,0.2,0
400,700,500,900,170,47,0,4,0.898,0,0.102,0
400,700,500,900,170,47,0,5,0.934,0,0.066,0
400,700,500,900,170,47,0,6,0.97,0,0.03,0
400,700,500,900,170,47,0,7,0.985,0,0.015,0
400,700,600,700,130,47,0,1,0,0.049,0.951,0
400,700,600,700,130,47,0,2,0,0.043,0.957,0
400,700,600,700,130,47,0,3,0,0.052,0.948,0
400,700,600,700,130,47,0,4,0.001,0.062,0.937,0
400,700,600,700,130,47,0,5,0.001,0.059,0.937,0.003
400,700,600,700,130,47,0,6,0,0.055,0.936,0.009
400,700,600,700,130,47,0,7,0.002,0.055,0.93,0.013
400,700,600,700,140,47,0,1,0.002,0.001,0.997,0
400,700,600,700,140,47,0,2,0.003,0.001,0.996,0
400,700,600,700,140,47,0,3,0.007,0.003,0.99,0
400,700,600,700,140,47,0,4,0.017,0.002,0.979,0.002
400,700,600,700,140,47,0,5,0.032,0.002,0.939,0.027
400,700,600,700,140,47,0,6,0.036,0.003,0.871,0.09
400,700,600,700,140,47,0,7,0.042,0.003,0.776,0.179
400,700,600,700,150,47,0,1,0.015,0,0.985,0
400,700,600,700,150,47,0,2,0.042,0,0.958,0
400,700,600,700,150,47,0,3,0.16,0,0.84,0
400,700,600,700,150,47,0,4,0.258,0,0.729,0.013
400,700,600,700,150,47,0,5,0.419,0,0.526,0.055
400,700,600,700,150,47,0,6,0.461,0,0.411,0.128
400,700,600,700,150,47,0,7,0.516,0,0.296,0.188
400,700,600,700,160,47,0,1,0.177,0,0.823,0
400,700,600,700,160,47,0,2,0.371,0,0.629,0
400,700,600,700,160,47,0,3,0.53,0,0.47,0
400,700,600,700,160,47,0,4,0.766,0,0.233,0.001
400,700,600,700,160,47,0,5,0.874,0,0.125,0.001
400,700,600,700,160,47,0,6,0.939,0,0.054,0.007
400,700,600,700,160,47,0,7,0.956,0,0.029,0.015
400,700,600,700,170,47,0,1,0.629,0,0.371,0
400,700,600,700,170,47,0,2,0.781,0,0.219,0
400,700,600,700,170,47,0,3,0.898,0,0.102,0
400,700,600,700,170,47,0,4,0.969,0,0.031,0
400,700,600,700,170,47,0,5,0.992,0,0.008,0
400,700,600,700,170,47,0,6,0.996,0,0.004,0
400,700,600,700,170,47,0,7,0.999,0,0.001,0
400,700,600,800,130,47,0,1,0,0.053,0.947,0
400,700,600,800,130,47,0,2,0,0.051,0.949,0
400,700,600,800,130,47,0,3,0,0.056,0.944,0
400,700,600,800,130,47,0,4,0,0.043,0.957,0
400,700,600,800,130,47,0,5,0,0.063,0.937,0
400,700,600,800,130,47,0,6,0,0.067,0.932,0.001
400,700,600,800,130,47,0,7,0,0.052,0.945,0.003
400,700,600,800,140,47,0,1,0,0.002,0.998,0
400,700,600,800,140,47,0,2,0,0.001,0.999,0
400,700,600,800,140,47,0,3,0.002,0.002,0.996,0
400,700,600,800,140,47,0,4,0.009,0.001,0.989,0.001
400,700,600,800,140,47,0,5,0.012,0.001,0.983,0.004
400,700,600,800,140,47,0,6,0.028,0.001,0.95,0.021
400,700,600,800,140,47,0,7,0.026,0.002,0.903,0.069
400,700,600,800,150,47,0,1,0.016,0,0.984,0
400,700,600,800,150,47,0,2,0.042,0,0.958,0
400,700,600,800,150,47,0,3,0.083,0,0.917,0
400,700,600,800,150,47,0,4,0.158,0,0.842,0
400,700,600,800,150,47,0,5,0.261,0,0.721,0.018
400,700,600,800,150,47,0,6,0.341,0,0.614,0.045
400,700,600,800,150,47,0,7,0.395,0,0.517,0.088
400,700,600,800,160,47,0,1,0.199,0,0.801,0
400,700,600,800,160,47,0,2,0.262,0,0.738,0
400,700,600,800,160,47,0,3,0.429,0,0.571,0
400,700,600,800,160,47,0,4,0.591,0,0.408,0.001
400,700,600,800,160,47,0,5,0.725,0,0.273,0.002
400,700,600,800,160,47,0,6,0.828,0,0.169,0.003
400,700,600,800,160,47,0,7,0.912,0,0.083,0.005
400,700,600,800,170,47,0,1,0.588,0,0.412,0
400,700,600,800,170,47,0,2,0.708,0,0.292,0
400,700,600,800,170,47,0,3,0.851,0,0.149,0
400,700,600,800,170,47,0,4,0.921,0,0.079,0
400,700,600,800,170,47,0,5,0.967,0,0.033,0
400,700,600,800,170,47,0,6,0.983,0,0.017,0
400,700,600,800,170,47,0,7,0.992,0,0.007,0.001
400,700,600,900,130,47,0,1,0,0.055,0.945,0
400,700,600,900,130,47,0,2,0,0.061,0.939,0
400,700,600,900,130,47,0,3,0,0.059,0.941,0
400,700,600,900,130,47,0,4,0,0.057,0.943,0
400,700,600,900,130,47,0,5,0,0.057,0.943,0
400,700,600,900,130,47,0,6,0,0.055,0.945,0
400,700,600,900,130,47,0,7,0,0.048,0.952,0
400,700,600,900,140,47,0,1,0.001,0.004,0.995,0
400,700,600,900,140,47,0,2,0.002,0.003,0.995,0
400,700,600,900,140,47,0,3,0.005,0,0.995,0
400,700,600,900,140,47,0,4,0.005,0.002,0.993,0
400,700,600,900,140,47,0,5,0.013,0.006,0.978,0.003
400,700,600,900,140,47,0,6,0.015,0.001,0.977,0.007
400,700,600,900,140,47,0,7,0.019,0.004,0.955,0.022
400,700,600,900,150,47,0,1,0.018,0,0.982,0
400,700,600,900,150,47,0,2,0.027,0,0.973,0
400,700,600,900,150,47,0,3,0.043,0,0.957,0
400,700,600,900,150,47,0,4,0.102,0,0.898,0
400,700,600,900,150,47,0,5,0.183,0,0.812,0.005
400,700,600,900,150,47,0,6,0.257,0,0.716,0.027
400,700,600,900,150,47,0,7,0.321,0,0.619,0.06
400,700,600,900,160,47,0,1,0.166,0,0.834,0
400,700,600,900,160,47,0,2,0.263,0,0.737,0
400,700,600,900,160,47,0,3,0.389,0,0.611,0
400,700,600,900,160,47,0,4,0.503,0,0.497,0
400,700,600,900,160,47,0,5,0.659,0,0.341,0
400,700,600,900,160,47,0,6,0.76,0,0.231,0.009
400,700,600,900,160,47,0,7,0.846,0,0.143,0.011
400,700,600,900,170,47,0,1,0.537,0,0.463,0
400,700,600,900,170,47,0,2,0.697,0,0.303,0
400,700,600,900,170,47,0,3,0.798,0,0.202,0
400,700,600,900,170,47,0,4,0.879,0,0.121,0
400,700,600,900,170,47,0,5,0.934,0,0.066,0
400,700,600,900,170,47,0,6,0.969,0,0.031,0
400,700,600,900,170,47,0,7,0.981,0,0.019,0
400,800,400,700,130,47,0,1,0,0.097,0.903,0
400,800,400,700,130,47,0,2,0,0.087,0.913,0
400,800,400,700,130,47,0,3,0,0.076,0.924,0
400,800,400,700,130,47,0,4,0,0.073,0.927,0
400,800,400,700,130,47,0,5,0,0.088,0.912,0
400,800,400,700,130,47,0,6,0,0.071,0.929,0
400,800,400,700,130,47,0,7,0,0.064,0.935,0.001
400,800,400,700,140,47,0,1,0.003,0.003,0.994,0
400,800,400,700,140,47,0,2,0.006,0.004,0.99,0
400,800,400,700,140,47,0,3,0.01,0.004,0.986,0
400,800,400,700,140,47,0,4,0.01,0.003,0.987,0
400,800,400,700,140,47,0,5,0.028,0.006,0.966,0
400,800,400,700,140,47,0,6,0.021,0.005,0.965,0.009
400,800,400,700,140,47,0,7,0.043,0.004,0.932,0.021
400,800,400,700,150,47,0,1,0.052,0,0.948,0
400,800,400,700,150,47,0,2,0.078,0,0.922,0
400,800,400,700,150,47,0,3,0.119,0,0.881,0
400,800,400,700,150,47,0,4,0.156,0.001,0.843,0
400,800,400,700,150,47,0,5,0.237,0,0.762,0.001
400,800,400,700,150,47,0,6,0.315,0,0.675,0.01
400,800,400,700,150,47,0,7,0.426,0,0.551,0.023
400,800,400,700,160,47,0,1,0.315,0,0.685,0
400,800,400,700,160,47,0,2,0.417,0,0.583,0
400,800,400,700,160,47,0,3,0.502,0,0.498,0
400,800,400,700,160,47,0,4,0.599,0,0.401,0
400,800,400,700,160,47,0,5,0.708,0,0.292,0
400,800,400,700,160,47,0,6,0.804,0,0.196,0
400,800,400,700,160,47,0,7,0.862,0,0.136,0.002
400,800,400,700,170,47,0,1,0.749,0,0.251,0
400,800,400,700,170,47,0,2,0.82,0,0.18,0
400,800,400,700,170,47,0,3,0.891,0,0.109,0
400,800,400,700,170,47,0,4,0.927,0,0.073,0
400,800,400,700,170,47,0,5,0.968,0,0.032,0
400,800,400,700,170,47,0,6,0.979,0,0.021,0
400,800,400,700,170,47,0,7,0.993,0,0.007,0
400,800,400,800,130,47,0,1,0,0.08,0.92,0
400,800,400,800,130,47,0,2,0,0.074,0.926,0
400,800,400,800,130,47,0,3,0,0.085,0.915,0
400,800,400,800,130,47,0,4,0,0.084,0.916,0
400,800,400,800,130,47,0,5,0,0.081,0.919,0
400,800,400,800,130,47,0,6,0,0.069,0.931,0
400,800,400,800,130,47,0,7,0,0.082,0.918,0
400,800,400,800,140,47,0,1,0.001,0.008,0.991,0
400,800,400,800,140,47,0,2,0.005,0.003,0.992,0
400,800,400,800,140,47,0,3,0.007,0.005,0.988,0
400,800,400,800,140,47,0,4,0.01,0.002,0.988,0
400,800,400,800,140,47,0,5,0.013,0.007,0.979,0.001
400,800,400,800,140,47,0,6,0.023,0.005,0.969,0.003
400,800,400,800,140,47,0,7,0.031,0.002,0.957,0.01
400,800,400,800,150,47,0,1,0.033,0,0.967,0
400,800,400,800,150,47,0,2,0.058,0,0.942,0
400,800,400,800,150,47,0,3,0.11,0,0.89,0
400,800,400,800,150,47,0,4,0.154,0,0.846,0
400,800,400,800,150,47,0,5,0.194,0,0.806,0
400,800,400,800,150,47,0,6,0.275,0,0.721,0.004
400,800,400,800,150,47,0,7,0.335,0,0.649,0.016
400,800,400,800,160,47,0,1,0.266,0,0.734,0
400,800,400,800,160,47,0,2,0.364,0,0.636,0
400,800,400,800,160,47,0,3,0.457,0,0.543,0
400,800,400,800,160,47,0,4,0.549,0,0.451,0
400,800,400,800,160,47,0,5,0.66,0,0.34,0
400,800,400,800,160,47,0,6,0.749,0,0.251,0
400,800,400,800,160,47,0,7,0.824,0,0.174,0.002
400,800,400,800,170,47,0,1,0.706,0,0.294,0
400,800,400,800,170,47,0,2,0.815,0,0.185,0
400,800,400,800,170,47,0,3,0.865,0,0.135,0
400,800,400,800,170,47,0,4,0.914,0,0.086,0
400,800,400,800,170,47,0,5,0.941,0,0.059,0
400,800,400,800,170,47,0,6,0.961,0,0.039,0
400,800,400,800,170,47,0,7,0.977,0,0.023,0
400,800,400,900,130,47,0,1,0,0.079,0.921,0
400,800,400,900,130,47,0,2,0,0.078,0.922,0
400,800,400,900,130,47,0,3,0,0.068,0.932,0
400,800,400,900,130,47,0,4,0,0.072,0.928,0
400,800,400,900,130,47,0,5,0,0.07,0.93,0
400,800,400,900,130,47,0,6,0,0.089,0.911,0
400,800,400,900,130,47,0,7,0,0.084,0.916,0
400,800,400,900,140,47,0,1,0,0.005,0.995,0
400,800,400,900,140,47,0,2,0.002,0.001,0.997,0
400,800,400,900,140,47,0,3,0.008,0.002,0.99,0
400,800,400,900,140,47,0,4,0.004,0.006,0.99,0
400,800,400,900,140,47,0,5,0.009,0.002,0.989,0
400,800,400,900,140,47,0,6,0.02,0.003,0.976,0.001
400,800,400,900,140,47,0,7,0.022,0.003,0.97,0.005
400,800,400,900,150,47,0,1,0.02,0,0.98,0
400,800,400,900,150,47,0,2,0.044,0,0.956,0
400,800,400,900,150,47,0,3,0.062,0,0.938,0
400,800,400,900,150,47,0,4,0.096,0,0.904,0
400,800,400,900,150,47,0,5,0.159,0,0.841,0
400,800,400,900,150,47,0,6,0.19,0,0.807,0.003
400,800,400,900,150,47,0,7,0.28,0.001,0.707,0.012
400,800,400,900,160,47,0,1,0.226,0,0.774,0
400,800,400,900,160,47,0,2,0.264,0,0.736,0
400,800,400,900,160,47,0,3,0.376,0,0.624,0
400,800,400,900,160,47,0,4,0.474,0,0.526,0
400,800,400,900,160,47,0,5,0.578,0,0.422,0
400,800,400,900,160,47,0,6,0.677,0,0.323,0
400,800,400,900,160,47,0,7,0.748,0,0.251,0.001
400,800,400,900,170,47,0,1,0.621,0,0.379,0
400,800,400,900,170,47,0,2,0.761,0,0.239,0
400,800,400,900,170,47,0,3,0.808,0,0.192,0
400,800,400,900,170,47,0,4,0.873,0,0.127,0
400,800,400,900,170,47,0,5,0.915,0,0.085,0
400,800,400,900,170,47,0,6,0.941,0,0.059,0
400,800,400,900,170,47,0,7,0.972,0,0.028,0
400,800,500,700,130,47,0,1,0,0.054,0.946,0
400,800,500,700,130,47,0,2,0,0.059,0.941,0
400,800,500,700,130,47,0,3,0,0.048,0.952,0
400,800,500,700,130,47,0,4,0,0.043,0.957,0
400,800,500,700,130,47,0,5,0,0.053,0.947,0
400,800,500,700,130,47,0,6,0,0.051,0.949,0
400,800,500,700,130,47,0,7,0,0.048,0.952,0
400,800,500,700,140,47,0,1,0,0.005,0.995,0
400,800,500,700,140,47,0,2,0,0.002,0.998,0
400,800,500,700,140,47,0,3,0.006,0.002,0.992,0
400,800,500,700,140,47,0,4,0.005,0.001,0.993,0.001
400,800,500,700,140,47,0,5,0.014,0.001,0.981,0.004
400,800,500,700,140,47,0,6,0.028,0.005,0.956,0.011
400,800,500,700,140,47,0,7,0.034,0.001,0.91,0.055
400,800,500,700,150,47,0,1,0.012,0,0.988,0
400,800,500,700,150,47,0,2,0.048,0,0.952,0
400,800,500,700,150,47,0,3,0.089,0,0.911,0
400,800,500,700,150,47,0,4,0.154,0,0.846,0
400,800,500,700,150,47,0,5,0.249,0,0.749,0.002
400,800,500,700,150,47,0,6,0.341,0,0.626,0.033
400,800,500,700,150,47,0,7,0.443,0,0.489,0.068
400,800,500,700,160,47,0,1,0.204,0,0.796,0
400,800,500,700,160,47,0,2,0.283,0,0.717,0
400,800,500,700,160,47,0,3,0.379,0,0.621,0
400,800,500,700,160,47,0,4,0.574,0,0.426,0
400,800,500,700,160,47,0,5,0.721,0,0.279,0
400,800,500,700,160,47,0,6,0.832,0,0.161,0.007
400,800,500,700,160,47,0,7,0.893,0,0.098,0.009
400,800,500,700,170,47,0,1,0.589,0,0.411,0
400,800,500,700,170,47,0,2,0.74,0,0.26,0
400,800,500,700,170,47,0,3,0.831,0,0.169,0
400,800,500,700,170,47,0,4,0.924,0,0.076,0
400,800,500,700,170,47,0,5,0.958,0,0.042,0
400,800,500,700,170,47,0,6,0.985,0,0.015,0
400,800,500,700,170,47,0,7,0.998,0,0.002,0
400,800,500,800,130,47,0,1,0,0.056,0.944,0
400,800,500,800,130,47,0,2,0,0.053,0.947,0
400,800,500,800,130,47,0,3,0,0.042,0.958,0
400,800,500,800,130,47,0,4,0,0.064,0.936,0
400,800,500,800,130,47,0,5,0,0.043,0.957,0
400,800,500,800,130,47,0,6,0,0.047,0.953,0
400,800,500,800,130,47,0,7,0,0.061,0.939,0
400,800,500,800,140,47,0,1,0,0.004,0.996,0
400,800,500,800,140,47,0,2,0.005,0.004,0.991,0
400,800,500,800,140,47,0,3,0.003,0.001,0.996,0
400,800,500,800,140,47,0,4,0.002,0.001,0.997,0
400,800,500,800,140,47,0,5,0.009,0.003,0.988,0
400,800,500,800,140,47,0,6,0.019,0.004,0.976,0.001
400,800,500,800,140,47,0,7,0.022,0.001,0.962,0.015
400,800,500,800,150,47,0,1,0.025,0,0.975,0
400,800,500,800,150,47,0,2,0.035,0,0.965,0
400,800,500,800,150,47,0,3,0.056,0,0.944,0
400,800,500,800,150,47,0,4,0.099,0,0.901,0
400,800,500,800,150,47,0,5,0.169,0,0.83,0.001
400,800,500,800,150,47,0,6,0.241,0,0.743,0.016
400,800,500,800,150,47,0,7,0.305,0,0.663,0.032
400,800,500,800,160,47,0,1,0.19,0,0.81,0
400,800,500,800,160,47,0,2,0.287,0,0.713,0
